machine_id,timestamp,age_years,temperature_c,vibration_mm_s,current_a,voltage_v,rpm,oil_pressure_bar,noise_db,bearing_temp_c,failure_imminent,maintenance_needed,condition
MOTOR_001,2024-01-22 00:00:00,4.5,78.24,3.985,13.25,394.4,1441,4.27,66.2,61.13,0,0,NORMAL
MOTOR_001,2024-01-23 00:00:00,4.5,76.86,4.393,12.43,392.7,1453,4.29,66.2,63.87,0,0,NORMAL
MOTOR_001,2024-01-24 00:00:00,4.5,81.92,4.6,12.65,398.4,1431,4.3,70.4,59.75,0,0,NORMAL
MOTOR_001,2024-01-25 00:00:00,4.5,84.64,4.033,15.01,400.0,1459,3.69,72.1,59.27,0,0,NORMAL
MOTOR_001,2024-01-26 00:00:00,4.5,84.24,4.899,13.36,399.5,1448,4.2,70.3,61.11,0,0,NORMAL
MOTOR_001,2024-01-27 00:00:00,4.5,83.5,4.149,12.19,399.7,1453,4.1,68.7,60.36,0,0,NORMAL
MOTOR_001,2024-01-28 00:00:00,4.5,80.82,5.668,12.8,396.1,1426,4.03,67.0,60.56,0,0,NORMAL
MOTOR_001,2024-01-29 00:00:00,4.5,84.46,4.553,13.6,397.0,1435,4.33,68.5,60.69,0,0,NORMAL
MOTOR_001,2024-01-30 00:00:00,4.5,88.3,5.395,13.47,399.8,1407,3.92,67.2,61.03,0,0,NORMAL
MOTOR_002,2024-01-01 00:00:00,10.9,75.21,2.901,11.8,398.5,1467,4.81,67.0,55.97,0,0,NORMAL
MOTOR_002,2024-01-02 00:00:00,10.9,85.29,2.567,12.36,400.5,1474,4.95,68.2,52.45,0,0,NORMAL
MOTOR_002,2024-01-03 00:00:00,10.9,74.4,2.831,12.49,397.1,1431,4.09,65.2,55.29,0,0,NORMAL
MOTOR_002,2024-01-04 00:00:00,10.9,76.94,2.432,11.54,395.7,1481,4.53,67.4,57.33,0,0,NORMAL
MOTOR_002,2024-01-05 00:00:00,10.9,75.63,3.36,12.13,398.3,1462,4.32,61.3,56.31,0,0,NORMAL
MOTOR_002,2024-01-06 00:00:00,10.9,77.25,2.755,11.89,400.2,1504,4.43,64.7,55.07,0,0,NORMAL
MOTOR_002,2024-01-07 00:00:00,10.9,76.59,2.474,12.24,399.5,1505,4.6,68.0,55.07,0,0,NORMAL
MOTOR_002,2024-01-08 00:00:00,10.9,79.11,2.604,12.51,400.1,1451,4.79,67.2,52.94,0,0,NORMAL
MOTOR_002,2024-01-09 00:00:00,10.9,79.06,2.977,12.4,400.1,1472,3.97,63.9,58.55,0,0,NORMAL
MOTOR_002,2024-01-10 00:00:00,10.9,81.6,3.981,13.35,395.0,1477,3.98,69.6,57.76,0,0,NORMAL
MOTOR_002,2024-01-11 00:00:00,10.9,74.58,4.104,12.82,395.2,1466,4.2,66.7,56.57,0,0,NORMAL
MOTOR_002,2024-01-12 00:00:00,10.9,82.42,2.811,12.71,402.5,1441,4.38,67.1,56.37,0,0,NORMAL
MOTOR_002,2024-01-13 00:00:00,10.9,80.54,3.499,12.13,402.3,1472,4.29,65.5,56.43,0,0,NORMAL
MOTOR_002,2024-01-14 00:00:00,10.9,82.59,3.481,12.88,398.3,1466,4.28,68.5,57.88,0,0,NORMAL
MOTOR_002,2024-01-15 00:00:00,10.9,81.69,3.889,12.64,396.9,1433,4.14,65.1,60.23,0,0,NORMAL
MOTOR_002,2024-01-16 00:00:00,10.9,79.36,4.328,13.89,398.5,1419,4.2,67.1,55.77,0,0,NORMAL
MOTOR_002,2024-01-17 00:00:00,10.9,79.05,3.895,12.57,396.9,1433,4.62,67.1,57.34,0,0,NORMAL
MOTOR_002,2024-01-18 00:00:00,10.9,78.98,4.242,12.51,399.3,1461,4.39,70.3,58.15,0,0,NORMAL
MOTOR_002,2024-01-19 00:00:00,10.9,83.8,3.623,12.7,400.6,1460,4.23,65.3,60.62,0,0,NORMAL
MOTOR_002,2024-01-20 00:00:00,10.9,78.81,3.65,12.63,398.6,1400,4.29,68.2,58.58,0,0,NORMAL
MOTOR_002,2024-01-21 00:00:00,10.9,84.11,4.345,12.7,396.7,1454,3.9,67.3,58.74,0,0,NORMAL
MOTOR_002,2024-01-22 00:00:00,10.9,81.51,4.264,13.07,400.2,1443,4.12,65.7,61.69,0,0,NORMAL
MOTOR_002,2024-01-23 00:00:00,10.9,83.18,4.84,12.73,397.9,1435,4.15,68.3,57.07,0,0,NORMAL
MOTOR_002,2024-01-24 00:00:00,10.9,84.37,4.601,13.72,402.2,1428,4.15,68.5,64.63,0,0,NORMAL
MOTOR_002,2024-01-25 00:00:00,10.9,77.01,4.614,12.46,392.4,1392,3.86,70.7,59.26,0,0,NORMAL
MOTOR_002,2024-01-26 00:00:00,10.9,81.82,4.035,13.56,395.3,1456,3.93,67.2,61.5,0,0,NORMAL
MOTOR_002,2024-01-27 00:00:00,10.9,82.87,5.15,13.36,395.0,1417,4.0,70.4,62.27,0,0,NORMAL
MOTOR_002,2024-01-28 00:00:00,10.9,82.74,5.008,13.09,397.0,1430,4.4,68.9,61.05,0,0,NORMAL
MOTOR_002,2024-01-29 00:00:00,10.9,80.26,5.014,13.11,397.9,1386,4.29,66.5,60.45,0,0,NORMAL
MOTOR_002,2024-01-30 00:00:00,10.9,86.88,4.286,13.41,397.2,1402,4.33,72.3,58.31,0,0,NORMAL
MOTOR_003,2024-01-01 00:00:00,8.4,73.31,2.329,12.1,402.1,1498,4.53,64.1,53.16,0,0,NORMAL
MOTOR_003,2024-01-02 00:00:00,8.4,76.81,2.913,12.5,402.0,1499,4.53,64.6,54.9,0,0,NORMAL
MOTOR_003,2024-01-03 00:00:00,8.4,74.19,2.385,11.88,400.1,1469,4.58,63.5,58.16,0,0,NORMAL
MOTOR_003,2024-01-04 00:00:00,8.4,71.67,3.04,12.24,398.6,1481,4.5,56.8,53.14,0,0,NORMAL
MOTOR_003,2024-01-05 00:00:00,8.4,72.85,3.076,12.21,397.0,1479,3.99,65.3,55.72,0,0,NORMAL
MOTOR_003,2024-01-06 00:00:00,8.4,76.4,2.803,11.77,397.6,1483,4.78,65.4,54.21,0,0,NORMAL
MOTOR_003,2024-01-07 00:00:00,8.4,71.71,2.246,12.8,402.2,1485,4.45,67.0,55.78,0,0,NORMAL
MOTOR_003,2024-01-08 00:00:00,8.4,72.37,1.782,11.49,401.7,1503,4.61,64.7,54.92,0,0,NORMAL
MOTOR_003,2024-01-09 00:00:00,8.4,76.62,1.942,11.93,399.1,1509,4.42,64.2,57.4,0,0,NORMAL
MOTOR_003,2024-01-10 00:00:00,8.4,73.45,3.085,11.62,403.0,1478,4.37,68.2,55.06,0,0,NORMAL
MOTOR_003,2024-01-11 00:00:00,8.4,78.23,2.215,11.42,400.9,1489,4.42,66.4,53.51,0,0,NORMAL
MOTOR_003,2024-01-12 00:00:00,8.4,72.91,2.838,12.14,398.1,1495,4.14,69.1,58.06,0,0,NORMAL
MOTOR_003,2024-01-13 00:00:00,8.4,76.33,3.267,11.82,398.4,1510,4.51,66.2,57.26,0,0,NORMAL
MOTOR_003,2024-01-14 00:00:00,8.4,77.11,2.498,12.78,397.4,1471,4.46,66.5,55.81,0,0,NORMAL
MOTOR_003,2024-01-15 00:00:00,8.4,75.75,2.418,12.27,396.5,1457,4.25,65.9,55.31,0,0,NORMAL
MOTOR_003,2024-01-16 00:00:00,8.4,77.32,3.504,12.02,402.0,1446,4.47,62.8,57.74,0,0,NORMAL
MOTOR_003,2024-01-17 00:00:00,8.4,74.33,3.471,12.22,401.0,1479,4.51,67.6,58.02,0,0,NORMAL
MOTOR_003,2024-01-18 00:00:00,8.4,76.85,2.698,12.4,401.7,1460,3.87,64.2,56.17,0,0,NORMAL
MOTOR_003,2024-01-19 00:00:00,8.4,78.39,3.135,12.34,400.6,1493,4.43,65.1,61.85,0,0,NORMAL
MOTOR_003,2024-01-20 00:00:00,8.4,72.52,2.803,13.02,402.2,1427,4.43,63.9,55.57,0,0,NORMAL
MOTOR_003,2024-01-21 00:00:00,8.4,75.22,3.127,13.46,400.8,1430,4.45,65.4,57.13,0,0,NORMAL
MOTOR_003,2024-01-22 00:00:00,8.4,76.42,2.964,12.73,401.4,1445,5.0,68.6,59.05,0,0,NORMAL
MOTOR_003,2024-01-23 00:00:00,8.4,73.03,2.648,12.46,401.7,1445,4.46,70.0,52.16,0,0,NORMAL
MOTOR_003,2024-01-24 00:00:00,8.4,75.87,3.637,11.75,397.1,1478,4.34,66.9,59.77,0,0,NORMAL
MOTOR_003,2024-01-25 00:00:00,8.4,78.42,3.346,12.43,399.3,1438,4.46,65.8,58.4,0,0,NORMAL
MOTOR_003,2024-01-26 00:00:00,8.4,76.25,2.566,11.69,400.0,1495,4.21,64.2,55.0,0,0,NORMAL
MOTOR_003,2024-01-27 00:00:00,8.4,80.49,3.023,11.74,398.3,1494,4.17,67.4,57.69,0,0,NORMAL
MOTOR_003,2024-01-28 00:00:00,8.4,75.93,3.842,12.08,398.4,1484,4.58,64.9,52.7,0,0,NORMAL
MOTOR_003,2024-01-29 00:00:00,8.4,74.3,3.245,12.59,399.3,1445,4.43,66.4,58.21,0,0,NORMAL
MOTOR_003,2024-01-30 00:00:00,8.4,83.44,3.093,11.39,396.8,1491,4.35,66.4,57.99,0,0,NORMAL
MOTOR_004,2024-01-01 00:00:00,9.9,76.64,2.373,11.39,398.5,1471,4.5,64.0,56.47,0,0,NORMAL
MOTOR_004,2024-01-02 00:00:00,9.9,72.25,1.834,11.65,402.7,1468,4.96,66.0,52.75,0,0,NORMAL
MOTOR_004,2024-01-03 00:00:00,9.9,72.7,2.651,11.44,404.7,1459,4.63,68.0,54.95,0,0,NORMAL
MOTOR_004,2024-01-04 00:00:00,9.9,72.31,2.471,12.23,401.7,1479,4.2,65.2,53.9,0,0,NORMAL
MOTOR_004,2024-01-05 00:00:00,9.9,68.85,2.328,11.35,401.0,1516,4.85,64.1,54.4,0,0,NORMAL
MOTOR_004,2024-01-06 00:00:00,9.9,77.57,3.058,11.87,399.5,1521,4.45,64.3,55.66,0,0,NORMAL
MOTOR_004,2024-01-07 00:00:00,9.9,77.34,2.251,11.98,397.5,1470,4.85,66.8,55.31,0,0,NORMAL
MOTOR_004,2024-01-08 00:00:00,9.9,72.9,2.562,12.64,398.6,1504,4.19,64.8,59.07,0,0,NORMAL
MOTOR_004,2024-01-09 00:00:00,9.9,69.78,3.189,11.21,399.6,1471,4.62,59.1,51.83,0,0,NORMAL
MOTOR_004,2024-01-10 00:00:00,9.9,74.2,2.755,11.7,399.3,1450,4.37,63.8,56.24,0,0,NORMAL
MOTOR_004,2024-01-11 00:00:00,9.9,77.74,3.34,11.84,399.0,1474,4.39,65.4,52.71,0,0,NORMAL
MOTOR_004,2024-01-12 00:00:00,9.9,77.22,2.427,11.7,396.5,1496,4.42,67.8,56.46,0,0,NORMAL
MOTOR_004,2024-01-13 00:00:00,9.9,71.09,2.387,12.58,398.1,1450,4.4,65.2,53.98,0,0,NORMAL
MOTOR_004,2024-01-14 00:00:00,9.9,75.32,2.655,10.92,400.6,1455,4.7,63.3,52.92,0,0,NORMAL
MOTOR_004,2024-01-15 00:00:00,9.9,79.96,2.239,11.92,400.7,1464,4.1,66.1,55.78,0,0,NORMAL
MOTOR_004,2024-01-16 00:00:00,9.9,80.35,3.135,13.77,396.2,1470,4.21,68.1,57.89,0,0,NORMAL
MOTOR_004,2024-01-17 00:00:00,9.9,78.86,2.616,11.89,395.4,1504,4.52,65.3,58.2,0,0,NORMAL
MOTOR_004,2024-01-18 00:00:00,9.9,78.95,3.343,11.47,398.0,1473,4.49,67.8,54.4,0,0,NORMAL
MOTOR_004,2024-01-19 00:00:00,9.9,77.18,3.862,12.65,401.1,1468,4.56,69.5,56.71,0,0,NORMAL
MOTOR_004,2024-01-20 00:00:00,9.9,80.57,2.657,12.61,401.2,1452,4.62,64.6,54.97,0,0,NORMAL
MOTOR_004,2024-01-21 00:00:00,9.9,77.0,3.806,12.49,401.2,1452,4.42,63.6,55.52,0,0,NORMAL
MOTOR_004,2024-01-22 00:00:00,9.9,79.61,3.045,13.08,398.9,1462,4.65,64.8,53.71,0,0,NORMAL
MOTOR_004,2024-01-23 00:00:00,9.9,81.1,3.252,11.28,399.4,1457,4.74,64.6,55.67,0,0,NORMAL
MOTOR_004,2024-01-24 00:00:00,9.9,74.57,2.692,12.03,396.4,1444,4.06,63.2,53.8,0,0,NORMAL
MOTOR_004,2024-01-25 00:00:00,9.9,75.84,2.867,11.79,400.2,1463,4.29,65.3,60.19,0,0,NORMAL
MOTOR_004,2024-01-26 00:00:00,9.9,78.22,3.357,11.12,397.9,1420,4.29,67.0,55.73,0,0,NORMAL
MOTOR_004,2024-01-27 00:00:00,9.9,79.16,2.784,12.72,396.0,1457,4.45,67.4,56.91,0,0,NORMAL
MOTOR_004,2024-01-28 00:00:00,9.9,83.52,3.054,12.22,393.6,1497,4.29,64.0,59.89,0,0,NORMAL
MOTOR_004,2024-01-29 00:00:00,9.9,81.51,3.29,11.75,399.9,1449,4.13,68.5,53.07,0,0,NORMAL
MOTOR_004,2024-01-30 00:00:00,9.9,79.6,3.457,13.51,399.7,1419,4.19,66.6,58.13,0,0,NORMAL
MOTOR_005,2024-01-01 00:00:00,4.9,73.62,2.62,12.4,399.4,1471,4.5,65.8,54.3,0,0,NORMAL
MOTOR_005,2024-01-02 00:00:00,4.9,70.82,2.698,11.96,395.1,1451,4.66,66.2,56.79,0,0,NORMAL
MOTOR_005,2024-01-03 00:00:00,4.9,78.03,2.824,11.0,402.6,1498,4.53,60.5,56.87,0,0,NORMAL
MOTOR_005,2024-01-04 00:00:00,4.9,76.14,2.436,11.8,397.6,1497,4.46,64.1,56.02,0,0,NORMAL
MOTOR_005,2024-01-05 00:00:00,4.9,79.59,3.146,11.36,400.7,1460,4.27,68.7,55.8,0,0,NORMAL
MOTOR_005,2024-01-06 00:00:00,4.9,75.56,2.841,11.91,399.5,1478,4.34,66.1,59.36,0,0,NORMAL
MOTOR_005,2024-01-07 00:00:00,4.9,74.8,2.859,12.13,399.7,1483,4.38,66.3,56.61,0,0,NORMAL
MOTOR_005,2024-01-08 00:00:00,4.9,77.72,3.21,12.2,399.8,1479,4.32,64.8,56.69,0,0,NORMAL
MOTOR_005,2024-01-09 00:00:00,4.9,80.47,2.926,11.32,399.2,1440,4.51,64.4,55.59,0,0,NORMAL
MOTOR_005,2024-01-10 00:00:00,4.9,68.67,2.717,12.99,400.6,1490,4.27,60.5,57.09,0,0,NORMAL
MOTOR_005,2024-01-11 00:00:00,4.9,79.18,2.937,11.55,401.4,1430,4.48,66.2,56.2,0,0,NORMAL
MOTOR_005,2024-01-12 00:00:00,4.9,75.24,2.701,12.07,402.4,1456,4.39,68.0,55.83,0,0,NORMAL
MOTOR_005,2024-01-13 00:00:00,4.9,72.28,2.976,12.83,401.4,1489,4.21,66.0,52.83,0,0,NORMAL
MOTOR_005,2024-01-14 00:00:00,4.9,77.02,3.275,12.28,401.4,1451,4.49,67.4,57.27,0,0,NORMAL
MOTOR_005,2024-01-15 00:00:00,4.9,74.92,2.54,12.88,403.2,1505,4.58,66.5,56.66,0,0,NORMAL
MOTOR_005,2024-01-16 00:00:00,4.9,76.11,2.171,11.63,398.6,1453,4.36,67.1,57.55,0,0,NORMAL
MOTOR_005,2024-01-17 00:00:00,4.9,74.07,2.352,12.81,397.1,1496,4.37,64.2,58.44,0,0,NORMAL
MOTOR_005,2024-01-18 00:00:00,4.9,77.72,3.522,12.32,400.4,1479,4.26,66.1,53.81,0,0,NORMAL
MOTOR_005,2024-01-19 00:00:00,4.9,78.84,2.257,13.21,398.8,1446,4.22,70.4,57.26,0,0,NORMAL
MOTOR_005,2024-01-20 00:00:00,4.9,78.03,2.73,12.65,402.2,1461,4.57,70.0,56.74,0,0,NORMAL
MOTOR_005,2024-01-21 00:00:00,4.9,74.22,2.869,12.78,401.5,1499,4.46,66.5,58.7,0,0,NORMAL
MOTOR_005,2024-01-22 00:00:00,4.9,75.54,3.384,12.2,395.9,1458,4.36,67.2,57.13,0,0,NORMAL
MOTOR_005,2024-01-23 00:00:00,4.9,73.88,2.683,12.26,402.2,1444,4.41,65.6,60.15,0,0,NORMAL
MOTOR_005,2024-01-24 00:00:00,4.9,79.7,3.391,12.23,402.2,1435,4.41,68.1,57.48,0,0,NORMAL
MOTOR_005,2024-01-25 00:00:00,4.9,77.1,3.111,12.29,400.5,1474,4.5,66.1,57.22,0,0,NORMAL
MOTOR_005,2024-01-26 00:00:00,4.9,77.47,2.918,11.85,401.3,1425,4.37,66.5,56.36,0,0,NORMAL
MOTOR_005,2024-01-27 00:00:00,4.9,78.17,3.104,13.55,399.7,1480,4.17,63.5,55.77,0,0,NORMAL
MOTOR_005,2024-01-28 00:00:00,4.9,76.41,3.318,12.89,399.3,1471,4.1,68.6,53.34,0,0,NORMAL
MOTOR_005,2024-01-29 00:00:00,4.9,82.72,3.652,12.49,401.7,1441,4.33,65.7,59.03,0,0,NORMAL
MOTOR_005,2024-01-30 00:00:00,4.9,76.99,3.484,12.24,399.0,1417,4.33,64.6,60.03,0,0,NORMAL
MOTOR_006,2024-01-01 00:00:00,3.9,76.2,2.711,11.32,398.0,1473,4.4,65.3,52.69,0,0,NORMAL
MOTOR_006,2024-01-02 00:00:00,3.9,75.24,1.851,10.94,401.4,1453,4.38,62.2,52.27,0,0,NORMAL
MOTOR_006,2024-01-03 00:00:00,3.9,74.0,2.389,12.52,400.8,1473,4.64,67.3,55.99,0,0,NORMAL
MOTOR_006,2024-01-04 00:00:00,3.9,74.08,2.987,12.93,401.2,1513,4.67,66.8,53.07,0,0,NORMAL
MOTOR_006,2024-01-05 00:00:00,3.9,72.06,2.587,11.23,398.7,1495,4.35,66.3,52.63,0,0,NORMAL
MOTOR_006,2024-01-06 00:00:00,3.9,74.02,3.043,12.19,400.4,1511,4.73,63.5,58.05,0,0,NORMAL
MOTOR_006,2024-01-07 00:00:00,3.9,73.75,2.653,12.11,401.9,1453,4.56,66.3,57.12,0,0,NORMAL
MOTOR_006,2024-01-08 00:00:00,3.9,75.07,3.088,11.76,402.1,1482,4.18,66.2,55.94,0,0,NORMAL
MOTOR_006,2024-01-09 00:00:00,3.9,74.73,2.419,12.01,396.8,1508,4.23,64.1,57.96,0,0,NORMAL
MOTOR_006,2024-01-10 00:00:00,3.9,77.66,3.028,12.91,399.1,1453,4.62,67.0,55.1,0,0,NORMAL
MOTOR_006,2024-01-11 00:00:00,3.9,72.2,3.262,12.45,396.9,1489,4.16,64.5,53.59,0,0,NORMAL
MOTOR_006,2024-01-12 00:00:00,3.9,74.19,2.46,11.88,401.1,1479,4.57,67.7,55.17,0,0,NORMAL
MOTOR_006,2024-01-13 00:00:00,3.9,76.44,3.035,13.05,401.4,1500,4.64,67.7,52.43,0,0,NORMAL
MOTOR_006,2024-01-14 00:00:00,3.9,78.94,2.932,12.24,398.5,1463,4.52,67.3,53.09,0,0,NORMAL
MOTOR_006,2024-01-15 00:00:00,3.9,77.05,2.649,11.76,400.3,1464,4.3,64.2,56.73,0,0,NORMAL
MOTOR_006,2024-01-16 00:00:00,3.9,76.47,2.463,11.83,399.1,1478,4.22,66.7,54.6,0,0,NORMAL
MOTOR_006,2024-01-17 00:00:00,3.9,84.78,2.55,11.87,399.9,1451,4.59,69.4,55.56,0,0,NORMAL
MOTOR_006,2024-01-18 00:00:00,3.9,77.22,2.746,12.28,402.3,1487,4.23,68.9,58.74,0,0,NORMAL
MOTOR_006,2024-01-19 00:00:00,3.9,78.26,2.716,12.33,397.8,1477,4.35,61.4,58.35,0,0,NORMAL
MOTOR_006,2024-01-20 00:00:00,3.9,77.47,3.438,12.25,399.7,1490,4.48,66.5,63.01,0,0,NORMAL
MOTOR_006,2024-01-21 00:00:00,3.9,76.49,3.101,13.2,397.7,1446,4.11,67.1,57.92,0,0,NORMAL
MOTOR_006,2024-01-22 00:00:00,3.9,79.32,2.519,12.85,401.7,1464,4.4,67.4,57.48,0,0,NORMAL
MOTOR_006,2024-01-23 00:00:00,3.9,79.13,2.652,12.28,396.8,1478,4.5,65.9,57.43,0,0,NORMAL
MOTOR_006,2024-01-24 00:00:00,3.9,72.63,3.457,12.15,399.5,1487,4.23,68.5,57.16,0,0,NORMAL
MOTOR_006,2024-01-25 00:00:00,3.9,77.48,3.362,11.78,400.4,1465,4.59,65.8,56.27,0,0,NORMAL
MOTOR_006,2024-01-26 00:00:00,3.9,78.61,3.143,11.83,398.8,1489,4.36,64.5,58.52,0,0,NORMAL
MOTOR_006,2024-01-27 00:00:00,3.9,72.04,2.345,12.43,399.5,1467,4.19,66.0,54.37,0,0,NORMAL
MOTOR_006,2024-01-28 00:00:00,3.9,78.36,2.574,12.38,399.6,1427,4.26,67.9,60.35,0,0,NORMAL
MOTOR_006,2024-01-29 00:00:00,3.9,73.29,3.383,11.85,396.4,1493,4.49,64.8,57.77,0,0,NORMAL
MOTOR_006,2024-01-30 00:00:00,3.9,79.83,3.346,13.61,400.2,1401,4.3,65.0,57.01,0,0,NORMAL
MOTOR_007,2024-01-01 00:00:00,5.7,76.16,1.713,11.87,400.9,1452,4.81,64.8,50.76,0,0,NORMAL
MOTOR_007,2024-01-02 00:00:00,5.7,69.17,3.285,11.46,400.0,1500,4.37,66.2,52.19,0,0,NORMAL
MOTOR_007,2024-01-03 00:00:00,5.7,79.18,2.919,12.38,397.5,1472,4.54,64.4,54.05,0,0,NORMAL
MOTOR_007,2024-01-04 00:00:00,5.7,73.37,2.487,11.98,398.0,1513,4.56,61.2,61.42,0,0,NORMAL
MOTOR_007,2024-01-05 00:00:00,5.7,74.91,3.926,12.39,399.3,1460,4.3,66.6,53.14,0,0,NORMAL
MOTOR_007,2024-01-06 00:00:00,5.7,78.09,2.835,11.57,397.3,1477,4.44,66.1,54.37,0,0,NORMAL
MOTOR_007,2024-01-07 00:00:00,5.7,73.92,3.328,11.7,397.6,1486,4.35,66.1,53.9,0,0,NORMAL
MOTOR_007,2024-01-08 00:00:00,5.7,74.13,2.986,12.13,398.1,1491,4.61,64.1,56.76,0,0,NORMAL
MOTOR_007,2024-01-09 00:00:00,5.7,75.24,3.022,12.36,401.4,1480,4.38,68.2,55.84,0,0,NORMAL
MOTOR_007,2024-01-10 00:00:00,5.7,81.91,3.765,11.43,400.4,1454,4.39,64.7,53.73,0,0,NORMAL
MOTOR_007,2024-01-11 00:00:00,5.7,76.83,3.635,13.07,400.0,1490,4.1,65.4,53.05,0,0,NORMAL
MOTOR_007,2024-01-12 00:00:00,5.7,74.84,2.839,12.3,398.8,1461,4.44,66.8,57.3,0,0,NORMAL
MOTOR_007,2024-01-13 00:00:00,5.7,75.89,3.332,12.81,396.4,1450,4.27,63.9,65.36,0,0,NORMAL
MOTOR_007,2024-01-14 00:00:00,5.7,78.19,3.061,12.76,395.0,1502,4.54,65.6,56.54,0,0,NORMAL
MOTOR_007,2024-01-15 00:00:00,5.7,78.03,3.287,13.33,396.2,1444,4.19,69.2,58.05,0,0,NORMAL
MOTOR_007,2024-01-16 00:00:00,5.7,80.36,3.628,12.95,399.3,1459,4.43,66.8,56.97,0,0,NORMAL
MOTOR_007,2024-01-17 00:00:00,5.7,85.73,3.472,13.02,397.1,1431,4.07,68.6,60.2,0,0,NORMAL
MOTOR_007,2024-01-18 00:00:00,5.7,76.63,3.761,13.43,402.5,1463,4.49,67.0,56.57,0,0,NORMAL
MOTOR_007,2024-01-19 00:00:00,5.7,82.52,3.51,12.95,397.8,1471,4.31,65.1,58.15,0,0,NORMAL
MOTOR_007,2024-01-20 00:00:00,5.7,81.03,3.607,12.57,396.3,1430,4.1,70.1,59.13,0,0,NORMAL
MOTOR_007,2024-01-21 00:00:00,5.7,82.54,3.528,12.94,398.7,1460,4.28,66.7,60.13,0,0,NORMAL
MOTOR_007,2024-01-22 00:00:00,5.7,79.26,3.965,12.89,394.7,1473,3.77,69.5,61.66,0,0,NORMAL
MOTOR_007,2024-01-23 00:00:00,5.7,79.16,4.128,12.71,398.1,1436,4.26,67.8,62.41,0,0,NORMAL
MOTOR_007,2024-01-24 00:00:00,5.7,80.2,4.14,13.35,396.8,1422,4.39,67.1,63.88,0,0,NORMAL
MOTOR_007,2024-01-25 00:00:00,5.7,78.59,4.425,12.77,397.6,1480,4.21,63.4,60.82,0,0,NORMAL
MOTOR_007,2024-01-26 00:00:00,5.7,83.11,4.864,13.81,398.2,1452,3.93,66.3,61.71,0,0,NORMAL
MOTOR_007,2024-01-27 00:00:00,5.7,84.63,4.232,13.9,395.2,1430,3.92,66.8,63.02,0,0,NORMAL
MOTOR_007,2024-01-28 00:00:00,5.7,84.4,5.137,13.88,398.4,1427,3.93,72.1,61.54,0,0,NORMAL
MOTOR_007,2024-01-29 00:00:00,5.7,89.38,5.478,12.7,399.4,1399,4.48,69.2,60.67,0,0,NORMAL
